model,assignment,cell_group,question_id,round,emotion,personality,passed,total,role,sentiment_negative
llama_3_1_8b,shared54,worst,3785,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,3786,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,3786,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,3786,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,3793,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,3793,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,3793,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc301_b,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc301_b,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc301_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc301_e,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc301_e,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc301_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc302_e,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc302_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc302_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc303_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc303_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc303_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc303_b,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc303_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc303_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc303_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc303_d,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc303_d,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc303_e,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc303_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc303_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc304_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc304_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc304_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc307_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc307_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc307_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc307_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc307_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc307_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc309_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc309_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc309_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc309_d,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc309_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc309_d,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc309_e,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc309_e,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc309_e,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc310_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc310_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc310_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc310_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc310_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc310_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc310_f,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc310_f,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc310_f,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc311_b,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc311_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc311_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc312_e,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc312_e,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc312_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc312_f,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc312_f,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc312_f,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc313_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc313_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc313_a,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc315_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc315_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc315_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc315_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc315_c,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc315_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc315_d,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc315_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc315_d,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc318_b,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc318_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc318_b,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc318_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc318_d,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc318_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc319_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc319_c,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc319_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc320_e,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc320_e,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc320_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc321_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc321_b,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc321_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc321_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc321_c,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc321_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc322_c,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc322_c,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc322_c,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc324_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc324_a,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc324_a,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc324_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc324_b,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc324_b,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc325_b,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc325_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc325_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc325_e,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc325_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc325_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc326_d,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc326_d,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc326_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc327_a,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc327_a,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc327_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc327_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc327_c,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc327_c,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc328_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc328_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc328_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc328_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc328_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc328_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc329_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc329_b,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc329_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc329_f,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc329_f,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc329_f,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc330_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc330_d,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc330_d,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc331_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc331_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc331_c,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc331_e,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc331_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc331_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc333_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc333_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc333_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc333_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc333_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc333_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc335_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc335_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc335_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc337_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc337_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc337_b,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc337_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc337_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc337_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc338_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc338_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc338_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc338_e,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc338_e,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc338_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc339_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc339_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc339_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc339_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc339_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc339_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc340_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc340_d,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc340_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_f,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc341_f,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc341_f,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc342_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc342_a,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc342_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc342_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc342_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc342_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc342_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc342_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc342_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc343_d,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc343_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc343_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc345_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc345_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc345_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc345_d,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc345_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc345_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc346_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc346_b,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc346_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc347_a,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc347_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc347_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc348_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc348_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc348_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc348_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc348_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc348_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc349_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc349_c,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc349_c,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc349_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc349_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc349_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc349_e,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc349_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc349_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc351_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc351_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc351_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc352_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc352_b,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc352_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc352_e,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc352_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc352_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc353_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc353_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc353_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc354_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc354_a,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc354_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc354_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc354_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc354_b,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc354_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc354_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc354_c,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc354_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc354_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc354_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc355_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc355_d,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc355_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc355_d,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc355_e,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc355_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc355_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc356_e,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc356_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc356_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc358_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc358_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc358_a,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc359_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc359_d,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc359_d,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc360_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc360_a,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc360_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc360_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc360_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc360_b,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc360_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc360_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc360_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc360_e,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc360_e,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc360_e,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc363_e,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc363_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc363_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc364_f,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc364_f,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc364_f,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc365_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc365_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc365_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc365_d,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc365_d,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc365_d,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc366_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_f,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_f,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_f,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_g,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc366_g,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc366_g,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc367_a,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc367_a,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc367_a,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc367_e,0,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc367_e,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc367_e,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc368_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc368_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc368_c,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc369_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc369_b,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc369_b,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc369_c,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc369_c,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc369_c,2,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc370_a,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc370_a,1,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc370_a,2,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc370_b,0,disgust,HLL,24,282,reviewer,0
llama_3_1_8b,shared54,worst,abc370_b,1,disgust,HLL,24,282,reviewer,1
llama_3_1_8b,shared54,worst,abc370_b,2,disgust,HLL,24,282,reviewer,0
