model,assignment,cell_group,question_id,round,emotion,personality,bleu,role,sentiment_negative
qwen2_5_1_5b,shared54,worst,16477,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17403,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,17403,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17403,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17403,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5158,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5158,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1863,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,1863,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,1863,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,1863,3,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,16640,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,16640,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16640,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16640,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2625,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2625,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2625,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2625,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6089,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6089,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6089,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6089,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2245,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2245,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2226,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2226,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2226,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2226,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7707,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7707,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7707,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7707,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13230,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13230,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13230,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13230,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3928,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,3928,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3928,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3928,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8067,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8067,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8067,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8067,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1302,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1302,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1302,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1302,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2686,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2686,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2686,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2686,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13737,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13737,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13737,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,13737,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17130,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17130,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17130,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17130,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10366,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10366,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10366,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10366,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8544,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8544,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8544,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8544,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6693,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6693,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6693,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6693,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10295,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,10295,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10295,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10295,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7821,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7821,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7821,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,7821,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8703,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,8703,1,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,8703,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,8703,3,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,12969,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12969,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12969,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12969,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4288,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4288,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4288,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4288,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9830,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9830,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9830,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9830,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14982,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14982,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14982,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14982,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10360,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10360,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10360,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10360,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2377,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2377,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2377,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2377,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,305,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,305,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,305,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,305,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,15017,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,15017,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,15017,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,15017,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3276,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3276,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3276,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3276,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2400,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2400,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17617,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17617,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17617,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17617,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6984,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6984,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6984,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,6984,3,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,16576,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16576,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16576,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16576,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4340,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11436,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11436,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11436,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11436,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2254,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2254,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8004,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8004,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8004,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8004,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12108,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12108,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12108,2,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,12108,3,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,9338,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5169,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5169,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5169,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5169,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14358,0,fear,LHL,6.209966843501325,writer1,1
qwen2_5_1_5b,shared54,worst,14358,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17800,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17800,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17800,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17800,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9912,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9912,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9912,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9912,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17332,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17332,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17332,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17332,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,256,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,256,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,256,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,256,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9810,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9810,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9810,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9810,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3394,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3394,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3394,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3394,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4400,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4400,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8666,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8666,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8666,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8666,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3782,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3782,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3507,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3507,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3507,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3507,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5093,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5093,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5093,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5093,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8924,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8924,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9232,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9232,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9232,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9232,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6901,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6901,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6901,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6901,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11235,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11235,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11235,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11235,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6671,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,6671,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8650,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8650,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8650,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8650,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16561,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16561,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16561,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16561,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,16008,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8228,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8228,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8228,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8228,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1664,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1664,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1664,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1664,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3024,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3024,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3024,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,3024,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9066,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9066,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9066,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,9066,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1444,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1444,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1444,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1444,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,116,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10929,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4286,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4286,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4286,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4286,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8583,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8583,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8583,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,8583,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5294,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5294,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5294,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,5294,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14478,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14478,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14478,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14478,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18077,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18077,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18077,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18077,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14014,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14014,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14014,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14014,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,316,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,316,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,2465,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4884,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4884,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4884,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4884,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17877,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17877,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17877,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,17877,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1180,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1180,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1180,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1180,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12098,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12098,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12098,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,12098,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18105,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18105,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18105,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,18105,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4852,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4852,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4852,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14083,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14083,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14083,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,14083,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4176,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4176,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4176,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,4176,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1370,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10101,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,10101,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11948,0,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11948,1,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11948,2,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,11948,3,fear,LHL,6.209966843501325,writer1,0
qwen2_5_1_5b,shared54,worst,1307,0,fear,LHL,6.209966843501325,writer1,0
